Level,Date and Time,Source,Event ID,Task Category
Information,31-10-2023 15:17:34,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 15:17:34,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 15:17:31,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 15:17:31,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 15:15:06,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 15:15:06,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 15:11:45,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 15:11:45,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 15:11:37,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 15:11:37,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 15:11:33,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 15:11:33,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 15:11:30,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 15:11:30,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 15:07:25,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 15:07:25,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 15:07:21,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 15:07:21,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 15:06:06,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 15:06:06,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 15:05:58,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 15:05:58,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 15:05:54,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 15:05:54,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 15:05:51,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 15:05:51,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 15:05:43,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 15:05:43,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 15:05:35,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 15:05:35,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 15:05:31,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 15:05:31,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 15:05:28,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 15:05:28,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 15:02:24,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 15:02:23,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 15:02:21,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 15:02:21,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:57:21,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:57:21,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:56:54,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:56:54,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:52:01,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:52:01,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:51:54,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:51:54,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:46:57,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:46:57,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:46:54,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:46:54,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:46:54,Microsoft-Windows-Time-Service,158,None,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Information,31-10-2023 14:45:58,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:45:58,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:45:50,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:45:50,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:45:46,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:45:46,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:45:43,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:45:43,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:41:56,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:41:56,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:41:54,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:41:54,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:36:53,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:36:53,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:36:47,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:36:47,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:36:22,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:36:22,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:31:31,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:31:31,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:31:22,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:31:22,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:26:25,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:26:25,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:26:22,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:26:22,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:25:48,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:25:48,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:25:40,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:25:40,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:25:36,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:25:36,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:25:33,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:25:33,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:21:25,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:21:25,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:21:22,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:21:22,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:16:22,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:16:22,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:15:55,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:15:55,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:10:57,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:10:57,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:10:55,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:10:55,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:05:55,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:05:55,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:05:28,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:05:28,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:05:02,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:05:02,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:04:54,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:04:54,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:04:51,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:04:51,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:04:47,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:04:47,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:00:33,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:00:33,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 14:00:28,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 14:00:28,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 13:55:30,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 13:55:30,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 13:55:28,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 13:55:28,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 13:50:38,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 13:50:38,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 13:50:33,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 13:50:33,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 13:50:01,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 13:50:01,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 13:45:01,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 13:45:01,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 13:44:34,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 13:44:34,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 13:41:44,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 13:41:44,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 13:41:14,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 13:41:14,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 13:41:07,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 13:41:07,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 13:39:46,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 13:39:46,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 13:39:33,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 13:39:33,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 13:39:31,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 13:39:31,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 13:19:38,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 13:19:38,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 13:19:30,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 13:19:30,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 13:19:26,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 13:19:26,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 13:19:23,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 13:19:23,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Error,31-10-2023 13:17:23,Microsoft-Windows-DistributedCOM,10010,None,The server {338B40F9-9D68-4B53-A793-6B9AA0C5F63B} did not register with DCOM within the required timeout.
Information,31-10-2023 13:17:18,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 13:17:18,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 13:12:18,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 13:12:18,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 13:11:51,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 13:11:51,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 13:06:51,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 13:06:51,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 13:06:24,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,31-10-2023 13:06:24,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,31-10-2023 13:02:40,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  MpKsl8ec92633
Service File Name:  C:\ProgramData\Microsoft\Windows Defender\Definition Updates\{2666AC02-7529-4D01-818E-402F6631BA86}\MpKslDrv.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
Information,31-10-2023 13:02:40,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.399.1607.0) - Current Channel (Broad)
